record_id,admin_region,basin,altitude_masl,altitudinal_belt,site_name,unit,sub_unit,c14_lab_code,material,material_detail,c14_bp,c14_error,d13C_ams,reference_short,context_domestic,context_funerary,context_agriculture,context_other,c14_cal_from,c14_cal_to,c14_cal_median,ecozone
760,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-2B/C,UCIAMS-165636,Vegetal,Charcoal,8820,25,-,Osorio et al. 2017,X,,,,10110,9560,9790,Precordillera
761,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-2B/C,UCIAMS-165638,Vegetal,Charcoal,8820,25,-,Osorio et al. 2017,X,,,,10110,9560,9790,Precordillera
762,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,N1E0,E-12,UCIAMS-77769,Vegetal,Charcoal,8825,40,-,Herrera et al. 2015; Gayó et al. 2015,X,,,,10120,9560,9810,Precordillera
763,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,Expose profile,-,CAMS-124595,Vegetal,Charcoal,8840,30,-,Santoro et al. 2011/Osorio et al. 2017,X,,,,10130,9630,9830,Precordillera
764,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,Expose profile,-,CAMS-124596,Vegetal,Charcoal,8845,30,-,Santoro et al. 2011/Osorio et al. 2017,X,,,,10150,9680,9840,Precordillera
765,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-2E,UCIAMS-165639,Vegetal,Charcoal,8845,25,-,Osorio et al. 2017,X,,,,10120,9690,9840,Precordillera
766,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-2C,UCIAMS-165634,Vegetal,Charcoal,8890,25,-,Osorio et al. 2017,X,,,,10160,9760,9990,Precordillera
767,Arica y Parinacota,Azapa,3400.0,Precordillera,Ipilla 2 ,-,E-2E,UCIAMS-165637,Vegetal,Charcoal,8940,30,-,Osorio et al. 2017,X,,,,10190,9900,10030,Precordillera
768,Arica y Parinacota,Azapa,3860.0,Altiplano,Itiza,84 cm.,-,Beta-11267,Vegetal,Charcoal,1630,60,-,Schiappacasse and Niemeyer 1969,X,,,,1610,1320,1480,Altiplano
769,Arica y Parinacota,Lauca,,Altiplano,Lauca ,-,-,Beta-43018 ,Vegetal,Charcoal ,1300,80,-,"Santoro 1991, in Gayó et al. 2015",X,,,,1310,980,1170,
770,Arica y Parinacota,Lluta,150.0,Lowland,Huaylacán,EA-113,Architecture,UCIAMS-232622,Vegetal,Maize ,620,15,-,Mendez-Quiros et al. 2022,X,,,,630,540,610,Lowlands
771,Arica y Parinacota,Lluta,150.0,Lowland,Huaylacán,EA-142,E-6/N-18,UCIAMS-232623,Vegetal,Maize ,615,15,-,Mendez-Quiros et al. 2022,X,,,,630,540,560,Lowlands
772,Arica y Parinacota,Lluta,150.0,Lowland,Huaylacán,EA-182,E-3/N-6,UCIAMS-232624,Vegetal,Maize ,350,15,-,Mendez-Quiros et al. 2022,X,,,,450,310,390,Lowlands
773,Arica y Parinacota,Lluta,150.0,Lowland,Huaylacán,EA-182,E-5/N-9,UCIAMS-235989,Vegetal,Maize ,350,15,-,Mendez-Quiros et al. 2022,X,,,,450,310,390,Lowlands
774,Arica y Parinacota,Lluta,150.0,Lowland,Huaylacán,EA-205,Architecture,UCIAMS-232625,Vegetal,Branch,360,15,-,Mendez-Quiros et al. 2022,X,,,,450,320,390,Lowlands
775,Arica y Parinacota,Lluta,150.0,Lowland,Huaylacán,EA-254,Architecture,UCIAMS-232626,Vegetal,Schinus Molle,645,15,-,Mendez-Quiros et al. 2022,X,,,,630,550,610,Lowlands
776,Arica y Parinacota,Lluta,150.0,Lowland,Huaylacán,EA-71,E-2/N-4,UCIAMS-235988,Vegetal,Maize ,795,15,-,Mendez-Quiros et al. 2022,X,,,,720,660,680,Lowlands
777,Arica y Parinacota,Lluta,,Lowland,Valle de Lluta Km 53 ,-,-,Beta-226817 ,Human,Human skin and hair?,1160,40,-,Arriaza 2007; Gayó et al. 2015,,X,,,1180,930,1020,
778,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,3,UGAMS-2957 ,Vegetal,Charcoal,330,30,-,Santoro et al. 2011 ,X,,,,450,290,390,Lowlands
779,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,1,﻿Beta-234464,Vegetal,Charcoal,470,40,-,Santoro et al. 2011; Gayó et al. 2015,X,,,,540,330,490,Lowlands
780,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,-,E-1,UGAMS-2954,Vegetal,Charcoal,570,30,-,Santoro et al. 2011 ,X,,,,620,510,540,Lowlands
781,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,-,E-2,UGAMS-2955,Vegetal,Charcoal,570,30,-,Santoro et al. 2011 ,X,,,,620,510,540,Lowlands
782,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4a,UCIAMS-145247,Vegetal,"Gossypium sp., seed",1235,15,-,García et al. 2020,X,,,,1180,1060,1110,Lowlands
783,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4b,UGAMS-22085,Vegetal,"E. giganteum, stem",1260,25,-,García et al. 2020,X,,,,1260,1060,1120,Lowlands
784,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4a,UCIAMS-145248,Vegetal,Maize grains,1270,25,-,García et al. 2020,X,,,,1260,1070,1130,Lowlands
785,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4b,UCIAMS-145244,Vegetal,Maize grains,1290,20,-,García et al. 2020,X,,,,1260,1080,1160,Lowlands
786,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,3,UCIAMS-145245,Vegetal,"E. giganteum, stem",1290,20,-,García et al. 2020,X,,,,1260,1080,1160,Lowlands
787,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,-,E-4a,UGAMS-2958,Vegetal,Charcoal,1410,30,-,Santoro et al. 2011 ,X,,,,1350,1180,1290,Lowlands
788,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,-,E-3,UGAMS-2956,Vegetal,Charcoal,1450,30,-,Santoro et al. 2011 ,X,,,,1360,1280,1310,Lowlands
789,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,S20E0,2,UCIAMS-165650,Vegetal,"Prosopis sp., pod",1580,20,-,McRostie et al. 2017,X,,,,1520,1360,1410,Lowlands
790,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N0E0,3,UGAMS-22086,Vegetal,"Gossypium sp., seed",1600,20,-,García et al. 2020,X,,,,1530,1380,1450,Lowlands
791,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,S10E10,2,UGAMS-22084,Vegetal,"Schinus molle, fruit",1600,20,-,García et al. 2020,X,,,,1530,1380,1450,Lowlands
792,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4a,UCIAMS-145250,Vegetal,"Prosopis sp., seed",1940,15,-,McRostie et al. 2017,X,,,,1890,1750,1850,Lowlands
793,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N0E0,3,UCIAMS-165651,Vegetal,"Prosopis sp., endocarp",3885,20,-,McRostie et al. 2017,X,,,,4410,4150,4270,Lowlands
794,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4a,UCIAMS-145249,Vegetal,"Schoenoplectus sp., rhizome",3890,15,-,García et al. 2020,X,,,,4410,4160,4270,Lowlands
795,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,U-TP,-,﻿Beta-115430,Vegetal,Charcoal,3900,100,-,Santoro et al. 2011; Gayó et al. 2015,X,,,,4570,3940,4280,Lowlands
796,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4b,UCIAMS-145246,Vegetal,"Schoenoplectus sp., rhizome",3910,15,-,García et al. 2020,X,,,,4410,4160,4310,Lowlands
797,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,S10E0,6,UCIAMS-145243,Vegetal,"Schoenoplectus sp., rhizome",3910,20,-,García et al. 2020,X,,,,4410,4160,4310,Lowlands
798,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W10,4,UCIAMS-145251,Vegetal,"Schoenoplectus sp., rhizome",3930,20,-,García et al. 2020,X,,,,4420,4190,4330,Lowlands
799,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,S10E0,6,UCIAMS-145242,Vegetal,"K. lappacea, fruit",3935,15,-,García et al. 2020,X,,,,4420,4240,4340,Lowlands
800,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,S10E10,2,﻿Beta-234466,Vegetal,Charcoal,3940,40,-,Santoro et al. 2011; Gayó et al. 2015,X,,,,4510,4160,4330,Lowlands
801,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N30W20,Bag  2/3,UCIAMS-145254,Vegetal,"L. siceraria, pericarp",3980,15,-,García et al. 2020,X,,,,4520,4260,4390,Lowlands
802,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,-,E-4a,UGAMS-2959,Vegetal,Charcoal,4000,40,-,Santoro et al. 2011 ,X,,,,4530,4250,4430,Lowlands
803,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N20W18,4a,﻿Beta-234465,Vegetal,Charcoal,4020,40,-,Gayo et al. 2015,X,,,,4580,4290,4460,Lowlands
804,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N0E0,4,UCIAMS-145252,Vegetal,"K. lappacea, fruit",4050,15,-,García et al. 2020,X,,,,4570,4420,4480,Lowlands
805,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N10E0,3,UCIAMS-145253,Coprolite,Human coprolite,4500,90,-,García et al. 2020,X,,,,5320,4850,5110,Lowlands
806,Arica y Parinacota,Lluta,260.0,Lowland,Morro Negro,N10E0,3,UGAMS-22087,Vegetal,"L. siceraria, pericarp",4500,25,-,García et al. 2020,X,,,,5290,4970,5140,Lowlands
807,Arica y Parinacota,Lluta,1220.0,Lowland,Sora Sur,E-I,-,Beta-336650,Vegetal,Semilla,290,30,-,Valenzuela 2013,X,,,,440,150,300,Lowlands
808,Arica y Parinacota,Lluta,1220.0,Lowland,Sora Sur,E-II,-,Beta-294873 ,Vegetal,Charcoal,640,30,-,Valenzuela 2013,X,,,,650,540,610,Lowlands
809,Arica y Parinacota,Lluta,1220.0,Lowland,Sora Sur,E-III/IV,-,Beta-294874 ,Vegetal,Charcoal,590,30,-,Valenzuela 2013,X,,,,630,510,550,Lowlands
810,Arica y Parinacota,Lluta,1220.0,Lowland,Sora Sur,E-III/IV,-,Beta-336649,Vegetal,Vegetal,590,30,-,Valenzuela 2013,X,,,,630,510,550,Lowlands
811,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",R-11,5,Beta-180800,Vegetal,Charcoal,450,60,-,Williams et al. 2009,X,,,,530,320,460,Lowlands
812,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",R-150,E-III,DAMS-030643,Vegetal,Maize ,404,26,-,Mendez-Quiros et al. 2022,X,,,,500,320,440,Lowlands
813,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",R-150,Architecture,DAMS-030644,Vegetal,Maize ,559,23,-,Mendez-Quiros et al. 2022,X,,,,550,510,530,Lowlands
814,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",R-153,E-II ,DAMS-030645,Vegetal,Maize ,521,30,-,Mendez-Quiros et al. 2022,X,,,,540,500,520,Lowlands
815,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",R-52,Architecture,DAMS-030640,Vegetal,Maize ,384,33,-,Mendez-Quiros et al. 2022,X,,,,490,320,400,Lowlands
816,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",R-94,E-III,DAMS-030642,Vegetal,Maize ,343,23,-,Mendez-Quiros et al. 2022,X,,,,450,300,390,Lowlands
817,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",R-94,E-I,DAMS-030641,Vegetal,Maize ,549,26,-,Mendez-Quiros et al. 2022,X,,,,550,500,530,Lowlands
818,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",URS2,E-I,Beta-336652,Vegetal,Semilla,390,30,-,Valenzuela 2013,X,,,,490,320,400,Lowlands
819,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",URS2,I,Beta-294875 ,Vegetal,Charcoal,450,30,-,Valenzuela 2011 ,X,,,,520,330,480,Lowlands
820,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Poblado",URS2,E-II,Beta-336651,Vegetal,Maize ,490,30,-,Valenzuela 2013,X,,,,540,460,510,Lowlands
821,Arica y Parinacota,Lluta,1380.0,Lowland,"Millune, Est. Oeste",URS1,E-II,Beta-336653,Vegetal,Charred material,440,30,-,Valenzuela 2013,X,,,,510,330,470,Lowlands
822,Arica y Parinacota,Lluta,380.0,Lowland,Rosario 2,R-58,-,Beta-101496,Vegetal,Charcoal,430,80,-,Romero 2005,X,,,,550,300,420,Lowlands
823,Arica y Parinacota,Lluta,1030.0,Lowland,Cruces de Molino,Bloque 12,-,Beta-298861,Animal,Camelid soft tissue,900,30,-,Valenzuela 2013,,,,X,900,680,760,Lowlands
824,Arica y Parinacota,Lluta,160.0,Lowland,Lluta 54 ,-,-,Beta-226820 ,Animal,Camelid fiber textile ,1076,30,-,Arriaza 2007; Gayó et al. 2015,,X,,,1050,820,940,Lowlands
825,Arica y Parinacota,Lluta,650.0,Lowland,KM 41 Sur,A21,T-2,UGAMS-15395,Animal,Camelid fiber textile ,390,20,-10.9 ,Mendez-Quiros 2015,,X,,,490,320,400,Lowlands
826,Arica y Parinacota,Lluta,650.0,Lowland,KM 41 Sur,A25,E-2,UGAMS-15396,Animal,Camelid fiber textile ,440,20,-18.6 ,Mendez-Quiros 2015,X,,,,500,340,470,Lowlands
827,Arica y Parinacota,Lluta,650.0,Lowland,KM 41 Sur,B44,E-1,UGAMS-15397,Vegetal,Maize ,540,20,-10.3 ,Mendez-Quiros 2015,X,,,,540,500,520,Lowlands
828,Arica y Parinacota,Lluta,650.0,Lowland,KM 41 Sur,B44,E-4,UGAMS-15398,Vegetal,Vegetal,700,20,-11.6 ,Mendez-Quiros 2015,X,,,,660,560,600,Lowlands
829,Arica y Parinacota,Lluta,650.0,Lowland,KM 41 Sur,D1,E-10,UGAMS-15399,Vegetal,Cattail,380,20,-27.3 ,Mendez-Quiros 2015,X,,,,490,320,390,Lowlands
830,Arica y Parinacota,Lluta,510.0,Lowland,Molle Pampa Este ,R-3,-,Beta-101497 ,Vegetal,Charcoal,340,80,-,Santoro et al. 2003 ,X,,,,510,140,370,Lowlands
831,Arica y Parinacota,Lluta,1500.0,Lowland,Vinto 1-2,E-II,-,Beta-336656,Vegetal,Maize ,360,30,-,Valenzuela 2013,X,,,,470,310,390,Lowlands
832,Arica y Parinacota,Lluta,1500.0,Lowland,Vinto 1-2,E-II,-,Beta-294877 ,Vegetal,Charcoal,370,30,-,Valenzuela 2011 ,X,,,,490,310,390,Lowlands
833,Arica y Parinacota,Lluta,1500.0,Lowland,Vinto 1-2,E-II,-,Beta-336657,Vegetal,Vegetal,390,30,-,Valenzuela 2013,X,,,,490,320,400,Lowlands
834,Arica y Parinacota,Lluta,1500.0,Lowland,Vinto 1-2,E-III/IV,-,Beta-336655,Vegetal,Semilla,620,30,-,Valenzuela 2013,X,,,,640,530,600,Lowlands
835,Arica y Parinacota,Lluta,1500.0,Lowland,Vinto 1-2,E-III/IV,-,Beta-336654,Vegetal,Maize ,630,30,-,Valenzuela 2013,X,,,,650,540,600,Lowlands
836,Arica y Parinacota,Lluta,1500.0,Lowland,Vinto 1-2,E-III/IV,-,Beta-294876 ,Vegetal,Charcoal,680,30,-,Valenzuela 2011 ,X,,,,660,560,600,Lowlands
837,Arica y Parinacota,Lluta,30.0,Coast,Mina Macarena,Cr-1,-,Beta-336496,Human,Human bone colagen,5550,40,-,Standen et al. 2014,,X,,,6400,6210,6310,Coast
838,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,MNHN 11052,-,Beta-113382 ,Vegetal,Organic material ,3690,60,-,Llagostera 2003 ,,X,,,4220,3780,3980,Coast
839,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,Momia 2280,-,GAK-9902,Vegetal,Wood,5240,230,-,Vera 1981,,X,,,6480,5480,5980,Coast
840,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,Momia 2281,-,GAK-9903,Vegetal,Wood,5010,110,-,Vera 1981,,X,,,5990,5480,5720,Coast
841,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,-,-,I-14336 ,Human,human soft tissue ,4360,110,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,5300,4580,4930,Coast
842,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,-,C-4,-,Vegetal,Wood,5130,90,-,Standen 2003,,X,,,6160,5600,5830,Coast
843,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-1,C-5,DRI-3453,Vegetal,Reed,3488,317,-27.97,Arriaza et al. 2005,,X,,,4790,2950,3760,Coast
844,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-1,C-4,I-13539,Vegetal,Wood,5160,110,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,6180,5600,5870,Coast
845,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-10B,-,DRI-3449,Vegetal,Vegetal matrix,5414,58,-19.79,Arriaza et al. 2005,,X,,,6290,6000,6170,Coast
846,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-10B,-,DRI-3450,Human,Human bone colagen,5434,59,-18.88,Arriaza et al. 2005,,X,,,6300,6000,6200,Coast
847,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-19,-,I-13650,Vegetal,Vegetal relleno momia,4350,280,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,5600,4150,4910,Coast
848,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-21,C-1,I-13541,Human,Human soft tissue,4200,100,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,4960,4420,4680,Coast
849,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-23,C-5,DRI-3390,Human,Human soft tissue,3818,60,-20.47,Arriaza et al. 2005,,X,,,4400,3980,4160,Coast
850,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-23,Cjto 3. C-7,I-13543,Vegetal,Wood,4040,100,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,4820,4160,4490,Coast
851,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-23,C-12,DRI-3448,Human,Human soft tissue,4633,55,-19.56,Arriaza et al. 2005,,X,,,5470,5050,5310,Coast
852,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-25,C-25,ETH-18326,Mixed,Wood and hair,4260,74,-22.5,Arriaza et al. 2005,,X,,,4960,4530,4740,Coast
853,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-25,C-5,-,Vegetal,Vegetal relleno momia,4260,75,-,Standen 2003,,X,,,4960,4530,4740,Coast
854,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-25,Cjto 4. C-6,I-13542,Human,Human soft tissue,4570,100,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,5470,4880,5170,Coast
855,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-27 ,-,Beta-189248 ,Human,Human bone colagen,3830,40,-,Santoro 2004; Gayó et al. 2015,,X,,,4400,3990,4180,Coast
856,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-28,C-9,I-13651,Human,Human soft tissue,3670,100,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,4250,3650,3960,Coast
857,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-28,C-8,I-13656,Human,Human soft tissue,3790,140,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,4520,3720,4130,Coast
858,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-28,C-22,I-13652,Human,Human soft tissue,3830,100,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,4510,3890,4180,Coast
859,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-7,C-6,DRI-3389,Mixed,"Wood, hair and soft human issue",4093,81,-20.57,Arriaza et al. 2005,,X,,,4830,4300,4570,Coast
860,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-7,C-5,DRI-3451,Vegetal,Reed,4174,86,-25.71,Arriaza et al. 2005,,X,,,4850,4430,4660,Coast
861,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-7,C-4,DRI-3388,Human,Human soft tissue,4394,54,-19.62,Arriaza et al. 2005,,X,,,5280,4830,4940,Coast
862,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-7,C-1,Beta-40956,Vegetal,Wood,4520,90,-,Standen 1991,,X,,,5440,4860,5130,Coast
863,Arica y Parinacota,Azapa,60.0,Coast,Morro 1,T-7,C-1,I-13653,Vegetal,Vegetal relleno momia,7810,180,-,Allison et al. 1984; Rivera and Rothhammer 1986,,X,,,9090,8190,8620,Coast
864,Arica y Parinacota,Azapa,60.0,Coast,Morro 1/1,MNHN 10955,-,DRI-3447,Textile,String,3933,143,-25.37,Arriaza et al. 2005,,X,,,4820,3930,4320,Coast
865,Arica y Parinacota,Azapa,60.0,Coast,Morro 1/1,MNHN 10988,-,DRI-3446,Textile,String,3618,83,-23.69,Arriaza et al. 2005,,X,,,4150,3640,3890,Coast
866,Arica y Parinacota,Azapa,60.0,Coast,Morro 1/1,MNHN 11040,-,DRI-3454,Vegetal,Reed,3296,210,-27.62,Arriaza et al. 2005,,X,,,4080,2960,3500,Coast
867,Arica y Parinacota,Azapa,60.0,Coast,Morro 1/1,MNHN Caja 72,-,DRI-3455,Vegetal,Reed,4297,135,-26.48,Arriaza et al. 2005,,X,,,5290,4440,4820,Coast
868,Arica y Parinacota,Azapa,60.0,Coast,Morro 1/5,T-1,-,GX-17019,Human,Human soft tissue,4120,75,-,Guillen 1992,,X,,,4830,4420,4610,Coast
869,Arica y Parinacota,Azapa,80.0,Coast,Morro 1/6,T-1,-,I-14957 ,Human,Human soft tissue,3780,100,-,Focacci and Chacon 1989 ,,X,,,4410,3850,4110,Coast
870,Arica y Parinacota,Azapa,80.0,Coast,Morro 1/6,T-23,-,GX-18263,Human,Human soft tissue,4010,75,-,Focacci and Chacon 1989 ,,X,,,4800,4160,4440,Coast
871,Arica y Parinacota,Azapa,80.0,Coast,Morro 1/6,T-27,-,GX-18261,Human,Human soft tissue,3750,140,-,Focacci and Chacon 1989 ,,X,,,4510,3690,4080,Coast
872,Arica y Parinacota,Azapa,80.0,Coast,Morro 1/6,T-39,-,-,Human,Human soft tissue,3880,70,-,Focacci and Chacon 1989 ,,X,,,4510,3990,4260,Coast
873,Arica y Parinacota,Azapa,80.0,Coast,Morro 1/6,T-53,-,GX-18262,Human,Human soft tissue,3895,75,-,Focacci and Chacon 1989 ,,X,,,4520,4000,4270,Coast
874,Arica y Parinacota,Azapa,80.0,Coast,Morro 1/6,T-6,-,I-14958,Human,Human soft tissue,3560,100,-,Focacci and Chacon 1989 ,,X,,,4090,3490,3810,Coast
875,Arica y Parinacota,Azapa,80.0,Coast,Morro 1/6,T-9,-,GX-18260,Human,Human soft tissue,4310,145,-,Focacci and Chacon 1989 ,,X,,,5300,4440,4850,Coast
876,Arica y Parinacota,Azapa,70.0,Coast,Morro 2/2,T-4,-,Beta-23401,Human,Human soft tissue,2700,80,-,Focacci and Chacon 1989 ,,X,,,2990,2490,2790,Coast
877,Arica y Parinacota,Azapa,70.0,Coast,Morro 2/2,T-6,-,Beta-23402,Human,Human soft tissue,2770,80,-,Focacci and Chacon 1989 ,,X,,,3070,2730,2850,Coast
878,Arica y Parinacota,Azapa,70.0,Coast,Morro 2/2,T-8,-,Beta-23403,Human,Human soft tissue,2750,80,-,Focacci and Chacon 1989 ,,X,,,3070,2620,2830,Coast
879,Arica y Parinacota,Azapa,60.0,Coast,Morro C,T-0,-,-,-,-,3730,70,-,Standen et al. 2018,,X,,,4280,3830,4040,Coast
880,Arica y Parinacota,Azapa,70.0,Coast,Morro 2A ,T-0 ,-,Beta-189249 ,Human,human soft tissue ,3710,50,-,Santoro 2004; Gayó et al. 2015,,X,,,4150,3850,4010,Coast
881,Arica y Parinacota,Azapa,30.0,Coast,Maestranza Chinchorro 1,T-1,-,Beta-3452,Human,Human bone colagen,5170,70,-,Standen et al. 2014; Gayó et al. 2015,,X,,,6170,5660,5870,Coast
882,Arica y Parinacota,Azapa,30.0,Coast,Maestranza Chinchorro 1,T-4,-,Beta-18324,-,-,5453,170,-,Standen et al. 2014,,X,,,6620,5760,6190,Coast
883,Arica y Parinacota,Azapa,30.0,Coast,Maestranza Chinchorro 1,T-5,-,Beta-301707,-,-,5060,40,-,Standen et al. 2014,,X,,,5900,5610,5770,Coast
884,Arica y Parinacota,Azapa,30.0,Coast,Maestranza Chinchorro 1,T-8A,-,Beta-301706,-,-,5080,40,-,Standen et al. 2014,,X,,,5910,5660,5800,Coast
885,Arica y Parinacota,Azapa,30.0,Coast,Maestranza Chinchorro 1,T-9,-,Beta-202068,-,-,5100,100,-,Standen et al. 2014,,X,,,6110,5590,5800,Coast
886,Arica y Parinacota,Azapa,3280.0,Precordillera,Mullipungo 4,E-5,N-1 (30 cm),Beta-385126,Vegetal,Charcoal,2930,30,-,Sepúlveda et al. 2018,X,,,,3160,2880,3030,Precordillera
887,Arica y Parinacota,Azapa,30.0,Coast,Maestranza Chinchorro 1,T-4,-,DRI-3452,Vegetal,Wood,5438,170,-24.06,Arriaza et al. 2005,,X,,,6560,5750,6180,Coast
888,Arica y Parinacota,Camarones,3010.0,Precordillera,Nama 1 ,R-287,E-1,Beta-210436,Vegetal,Charcoal,970,60,-,Mendez-Quiros and Uribe 2010,X,,,,960,730,840,Precordillera
889,Arica y Parinacota,Camarones,3010.0,Precordillera,Nama 1 ,R-67,E-4,Beta-210437 ,Vegetal,Charcoal,770,70,-,Mendez-Quiros and Uribe 2010,X,,,,770,560,670,Precordillera
890,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,20,-,Beta-43019,Vegetal,Charcoal,7970,110,-,Santoro et al. 2005,X,,,,9090,8460,8790,Altiplano
891,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,J/Trin-1,Q-12 (112cm),I-12837 ,Vegetal,Charcoal,8160,340,-,Santoro and Chacama 1984 ,X,,,,10110,8220,9050,Altiplano
892,Arica y Parinacota,Azapa,3800.0,Precordillera,Patapatane 1,T-1,-,Beta-40958,Human,Human bone colagen,5910,90,-,Santoro and Chacama 1984 ,,X,,,6940,6450,6690,Altiplano
893,Arica y Parinacota,Azapa,3800.0,Precordillera,Patapatane 1,Trin-2,Q-2 (70-75cm),I-12838 ,Vegetal,Charcoal ,4890,130,-,Santoro and Chacama 1984 ,X,,,,5900,5320,5590,Altiplano
894,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-1,E-H,Beta-238850,Vegetal,Charcoal,6150,40,-,Santoro et al. 2011 ,X,,,,7160,6860,6990,Altiplano
895,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-1,E-I ,Beta-238851,Vegetal,Charcoal,6190,40,-,Santoro et al. 2011 ,X,,,,7170,6900,7050,Altiplano
896,Arica y Parinacota,Lluta,3800.0,Precordillera,Patapatane 1,U-1,E-J,Beta-238852,Vegetal,Charcoal,8440,80,-,Santoro et al. 2011 ,X,,,,9540,9140,9410,Altiplano
